식재료명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
보리_큰알보리_순_생것,24,2.91,0.27,3.99
보리_큰알보리_순_동결건조한것,283,28.3,3.39,51.96
호박즙_천연과즙,21,0.64,0.0,4.73
삼채_잎줄기_생것,23,1.55,0.13,4.99
삼채_잎줄기_데친것,28,2.04,0.27,5.77
삼채_뿌리_생것,49,0.77,0.04,12.15
삼채_잎_생것,24,1.95,0.2,4.8
삼채_줄기_생것,19,0.78,0.09,4.65
모시풀_잎_생것,64,6.61,0.71,11.85
모시풀_잎_삶은것,49,6.09,1.02,7.24
모시풀_재래종_잎_생것,51,4.4,1.36,8.13
퉁퉁마디환(함초환),262,9.28,6.14,52.6
배초향(방아)_잎_생것,55,4.87,0.46,11.13
쌈무_초절임_식초에 절인것,15,0.54,0.03,3.1
퉁퉁마디(함초)_노지_생것,19,1.4,0.15,3.97
퉁퉁마디(함초)_하우스_생것,19,1.34,0.15,4.13
구기자_재래종_순_생것,50,6.27,1.08,7.05
구기자_재래종_잎_생것,56,6.33,1.57,7.77
모링가_잎_생것,66,4.21,1.38,12.43
초석잠_뿌리_생것,76,2.3,0.56,17.0
삼붕냐와_생것,27,1.62,1.09,3.84
울금_뿌리줄기_생것,87,1.79,2.56,15.73
배암차즈기(곰보배추)_잎_생것,25,1.73,0.62,4.5
백합_뿌리_생것,118,3.34,1.52,24.91
루꼴라_생것,26,3.17,0.43,4.2
아티초크_생것,47,3.27,0.15,10.51
아티초크_얼린것,38,2.63,0.43,7.75
아티초크_삶은것,53,2.89,0.34,11.95
아티초크_얼린것을 삶은것,45,3.11,0.5,9.18
뽕잎_생것,65,6.28,0.5,12.82
뽕잎_삶아서 말린것,279,26.22,2.98,53.22
뽕잎_삶은것,48,4.86,0.53,9.0
뽕잎_삶아서 말린것을 삶은것,51,5.9,0.55,8.92
경수채_어린잎_생것,26,1.68,0.24,5.57
적양무_어린잎_생것,19,2.54,0.42,2.54
고려엉겅퀴(곤드레)_재배_말린것을 삶은 것,40,3.8,0.92,6.32
고추냉이_잎줄기_생것,27,1.93,0.41,5.35
더덕_뿌리_구운것(팬),86,3.45,0.74,18.17
마늘_구근_다진것,99,5.0,0.27,20.55
부추_솔부추_생것,21,1.58,0.25,4.32
부추_솔부추_데친것,24,1.53,0.35,4.81
상추_모스트청쌈_청쌍추_생것,15,1.6,0.3,2.36
상추_버터헤드_청쌍추_생것,11,1.05,0.18,2.09
호박_쥬키니_삶은것,12,0.82,0.07,2.52
검은비늘버섯_생것,13,1.8,0.1,4.5
검은비늘버섯_말린것,177,20.1,2.7,62.1
나도팽나무버섯_생것,16,2.4,0.0,5.7
나도팽나무버섯_말린것,182,23.6,0.5,66.1
노루궁뎅이버섯_생것,13,2.57,0.41,2.89
노루궁뎅이버섯_말린것,179,24.5,3.2,57.8
노루궁뎅이버섯_데친것,18,3.28,0.4,4.68
느타리버섯_생것,15,2.6,0.14,4.7
느타리버섯_말린것,189,25.1,3.9,60.72
느타리버섯_말린것(자연건조),182,25.36,2.98,58.92
느타리버섯_데친것,21,3.26,0.23,6.51
느타리버섯_노랑느타리버섯_생것,16,2.5,0.1,5.3
느타리버섯_분홍느타리버섯_생것,24,4.1,0.0,8.1
느타리버섯_여름느타리버섯_생것,21,4.4,0.1,6.0
느타리버섯_참타리버섯_생것,16,2.6,0.0,5.3
느타리버섯_참타리버섯_데친것,20,3.9,0.0,6.1
느타리버섯_청느타리버섯_생것,18,3.9,0.0,5.2
능이버섯(향버섯)_생것,17,2.2,0.1,5.9
동충하초_누에동충하초_생것,27,5.56,0.38,7.07
동충하초_누에동충하초_말린것,133,60.9,2.4,0.0
만가닥버섯_생것,19,2.5,0.34,6.34
만가닥버섯_데친것,19,2.73,0.35,6.07
목이버섯_생것,13,0.79,0.19,5.22
목이버섯_말린것,169,11.88,1.26,69.66
목이버섯_말린것(자연건조),183,14.1,1.99,72.78
목이버섯_데친것,13,1.15,0.23,4.84
목이버섯_흰백목이_생것,28,1.2,0.55,11.58
목이버섯_흰백목이_데친것,18,1.02,0.43,7.01
밤버섯_생것,17,2.9,0.9,3.5
버들송이버섯_생것,20,4.2,0.1,5.5
버들송이버섯_갓_말린것,191,23.3,4.7,61.6
버들송이버섯_줄기_말린것,183,14.3,2.7,71.1
뽕나무버섯_야생_갓_말린것,195,27.7,6.9,54.4
뽕나무버섯_야생_줄기_말린것,180,15.8,0.9,72.2
뽕나무버섯_재배_갓_말린것,192,24.4,5.7,58.6
뽕나무버섯_재배_줄기_말린것,182,12.8,0.6,76.6
상황버섯_말린것,179,4.4,0.27,84.58
상황버섯_추출,3,0.07,0.01,0.56
석이버섯_말린것,165,11.75,0.96,68.47
송이버섯_생것,21,2.05,0.15,8.12
송이버섯_데친것,22,2.15,0.24,8.51
싸리버섯_생것,20,2.8,0.6,5.7
싸리버섯_말린것,179,19.9,4.8,58.9
아위버섯_생것,26,3.53,0.4,8.56
아위버섯_데친것,27,3.62,0.43,8.69
애느타리버섯_생것,16,4.2,0.1,3.5
양송이버섯_생것,15,3.12,0.23,3.89
양송이버섯_분말화한것,176,33.39,3.57,46.49
양송이버섯_말린것(자연건조),166,40.82,3.52,34.09
양송이버섯_데친것,15,3.15,0.26,3.63
양송이버섯_갈색양송이_생것,15,3.73,0.2,3.24
양송이버섯_갈색양송이_데친것,14,2.94,0.31,3.5
영지버섯_말린것,187,9.41,1.4,81.03
영지버섯_추출,0,0.07,0.01,0.03
율무느타리버섯_생것,21,3.6,0.3,6.4
잎새버섯_생것,13,2.2,0.5,3.29
잎새버섯_데친것,16,2.26,0.57,4.46
큰느타리버섯(새송이버섯)_생것,20,2.92,0.23,6.54
큰느타리버섯(새송이버섯)_말린것,179,25.05,2.07,59.81
큰느타리버섯(새송이버섯)_분말화한것,184,25.09,2.51,61.4
큰느타리버섯(새송이버섯)_말린것(자연건조),171,26.23,2.09,54.68
큰느타리버섯(새송이버섯)_데친것,21,3.14,0.33,6.48
팽이버섯_생것,21,2.41,0.51,7.0
팽이버섯_데친것,20,2.6,0.39,6.43
팽이버섯_갈뫼_생것,18,2.0,0.0,6.9
팽이버섯_백로_생것,22,2.6,0.1,8.4
팽이버섯_야생_생것,18,1.4,0.7,6.1
팽이버섯_갈색팽이_생것,21,3.06,0.6,6.13
팽이버섯_갈색팽이_데친것,21,3.01,0.37,6.59
포타벨라_생것,16,3.3,0.1,4.6
표고버섯_분말화한것,186,18.84,2.54,68.25
표고버섯_갓_생것,26,4.44,0.32,8.03
표고버섯_갓_말린것,183,31.84,2.93,53.29
표고버섯_갓_데친것,21,4.71,0.3,4.98
표고버섯_갓_말린것을 삶은것,24,4.06,0.43,6.8
표고버섯_대_생것,39,4.59,0.33,14.02
표고버섯_대_말린것,180,21.14,1.61,65.35
표고버섯_대_데친것,32,3.25,0.24,12.36
표고버섯_대_말린것을 삶은것,31,2.91,0.34,11.8
표고버섯_전체_생것,31,3.9,0.38,10.84
표고버섯_전체_말린것,178,22.42,2.14,61.81
표고버섯_전체_말린것(자연건조),174,23.56,1.99,58.78
표고버섯_전체_데친것,25,3.0,0.34,8.63
표고버섯_전체_말린것을 삶은것,29,3.2,0.36,10.55
표고버섯_재배_생것,18,2.0,0.3,6.1
표고버섯_재배_말린것,178,18.1,3.1,63.7
표고버섯_재배_데친것,18,2.4,0.2,6.3
표고버섯_재배_말린것을 삶은것,35,3.0,0.7,13.0
풀버섯_생것,15,2.7,0.1,4.6
꽃송이버섯_생것,19,1.11,0.39,7.35
꽃송이버섯_말린것,182,15.18,4.14,66.49
꽃송이버섯_데친것,22,0.87,0.49,8.99
꽃송이버섯_말린것(자연건조),173,19.59,2.34,61.65
양송이버섯_말린것,180,31.34,2.59,53.02
감_탈삽_생것,59,0.5,0.1,16.9
감_단감_생것,51,0.41,0.04,13.66
감_대봉(갑주백묵)_생것,72,0.51,0.86,17.57
감_둥시_생것,71,0.6,0.1,18.8
감_둥시_말린것,223,1.59,0.05,60.45
감_연시_생것,65,0.29,0.04,17.76
감_연시_얼린것,66,0.0,0.04,18.36
감말랭이_말린것,255,1.94,0.16,68.61
곶감_말린것,214,1.93,0.08,57.45
구아바_생것,33,0.6,0.1,9.9
귤_한라봉_생것,50,0.99,0.11,12.8
귤_온주밀감_생것,39,0.53,0.1,10.04
귤_임온주_생것,43,1.0,0.1,10.8
귤_천혜향_생것,41,0.82,0.08,10.56
귤_궁천조생+노지_생것,39,0.29,0.16,10.16
귤_궁천조생+하우스_생것,42,0.69,0.09,10.78
귤_유라조생+하우스_생것,39,0.55,0.08,10.17
귤_일남1호_생것,33,0.49,0.08,8.48
귤_하례조생+노지_생것,37,0.4,0.08,9.74
귤_하례조생+하우스_생것,44,0.71,0.14,11.18
귤_흥진조생_생것,40,0.48,0.14,10.41
귤_레드향_생것,48,0.59,0.12,12.39
귤_황금향_생것,40,0.4,0.13,10.3
귤_신예감_생것,34,0.29,0.41,8.2
귤 주스_천연과즙,37,0.46,0.08,9.58
금귤_생것,73,1.19,0.13,18.77
다래_생것,67,1.6,0.4,16.2
대추_생것,105,1.45,0.1,27.56
대추_말린것,276,3.73,0.25,72.57
대추야자_말린것,281,2.2,0.2,71.3
두리안_생것,140,2.3,3.3,27.1
딸기_개량종_생것,36,0.8,0.2,8.9
딸기_개량종_말린것,329,0.5,0.2,82.8
딸기_설향_생것,34,0.7,0.07,8.5
딸기_재래종_생것,29,0.8,0.1,7.2
라임_생것,30,0.7,0.2,10.54
라임 주스_천연과즙,25,0.42,0.07,8.42
레몬_생것,36,0.71,0.08,9.27
롱안_생것,60,1.31,0.1,15.14
롱안_말린것,286,4.9,0.4,74.0
리치_생것,61,1.0,0.1,16.4
리치_얼린것,56,0.85,0.08,14.47
망고_생것,59,0.73,0.12,15.36
망고_애플망고_생것,52,0.65,0.2,13.27
매실_생것,41,1.1,1.1,7.8
매실_선암매_생것,39,1.2,0.7,8.0
매실_천매_생것,37,0.7,0.6,8.1
매실_남고_생것,26,0.94,0.77,6.24
매실 절임_당류에 절인것,216,1.86,0.52,51.08
매실 절임_소금에 절인것,29,0.9,0.7,8.6
머루_껍질+씨포함_생것,79,1.51,0.94,18.32
머루_개량종_껍질+씨포함_생것,83,1.6,1.83,17.27
머루_머스켓베일리에이_생것,76,0.34,0.75,18.96
머루_왕머루_껍질+씨포함_생것,87,1.58,1.27,19.67
멜론_감로_생것,21,0.5,0.1,5.1
멜론_머스크_생것,40,1.5,0.04,9.64
멜론_화이트_생것,38,0.7,0.1,9.6
모과_생것,78,0.7,0.4,20.0
무화과_승정도후인_생것,47,0.79,0.15,12.12
무화과_승정도후인_말린것,254,5.1,0.9,63.6
무화과_봉래시_생것,45,0.82,0.11,11.51
무화과_수입산_말린것,319,4.75,3.01,77.22
바나나_생것,77,1.11,0.2,20.0
바나나_말린것,314,3.8,0.4,78.5
배_생것,45,0.29,0.04,12.24
배_돌배_생것,46,0.3,0.1,12.3
배_돌배_껍질 포함_생것,48,0.4,0.1,12.8
배_백운배_생것,39,0.3,0.1,10.4
배_신고_생것,46,0.3,0.04,12.4
배_장심랑_생것,35,0.4,0.3,8.6
배_수입산(중국산)_생것,49,0.2,0.1,12.7
배_만풍_생것,44,0.26,0.04,11.98
배_원황_생것,46,0.29,0.04,12.34
배 과즙,38,0.23,0.0,10.33
버찌_생것,60,1.7,0.1,14.9
복분자_생것,88,1.52,2.2,17.96
복숭아_미숙_생것,48,1.8,0.7,10.0
복숭아_백도_생것,49,0.59,0.04,13.1
복숭아_천도_생것,32,0.93,0.05,7.85
복숭아_황도_생것,49,0.4,0.04,13.03
복숭아_천중도_생것,49,0.74,0.79,11.18
블랙베리_생것,43,0.67,1.13,8.69
블루베리_생것,43,0.5,0.12,11.11
블루베리_말린것,325,4.45,1.11,83.57
블루베리_얼린것,41,0.81,0.26,10.07
비파_생것,45,0.29,0.2,11.95
사과_생것,52,0.26,0.07,13.96
사과_부사_생것,53,0.2,0.07,14.28
사과_아오리_껍질제거_생것,52,0.27,0.04,14.16
사과_아오리_껍질 포함_생것,49,0.3,0.03,13.36
사과_홍옥_생것,58,0.21,0.55,14.65
산딸기_생것,55,1.35,0.22,13.55
산수유_열매_생것,112,0.87,2.82,23.83
산수유_과육_말린것,292,3.6,0.5,76.6
살구_생것,30,1.2,0.05,7.12
살구_말린것,258,2.97,0.24,68.32
석류_생것,77,0.29,0.2,20.71
소귀나무 열매_생것,24,0.8,0.6,4.6
수박_적육질_생것,31,0.79,0.05,7.83
수박_황육질_생것,36,0.65,0.05,9.26
산자나무 열매(씨벅톤)_생것,70,1.0,3.8,9.7
아떼모야_생것,73,1.2,0.1,19.0
아보카도_생것,160,2.0,14.66,8.53
아세로라_감미종_생것,36,0.7,0.1,9.0
앵두_생것,61,1.1,0.3,15.2
엘더베리_생것,73,0.66,0.5,18.4
오디_생것,56,0.8,0.4,14.0
오디_재래종_생것,54,2.6,0.3,12.0
오렌지_생것,47,1.15,0.11,11.86
오렌지_발렌시아_생것,48,1.37,0.05,11.91
오미자_생것,81,2.1,3.3,12.8
오미자_말린것,362,8.5,13.5,61.3
올리브 피클_숙과,121,0.8,12.3,3.4
올리브 피클_초록색,137,1.09,12.36,5.34
용과_백육종_생것,44,1.0,0.4,10.3
용과_적육종_생것,45,0.9,0.2,11.2
용과_황색종_생것,54,1.0,0.1,13.9
유자_전체_생것,49,0.93,0.09,12.54
유자_껍질_생것,55,1.02,0.09,14.21
유자_과육_생것,41,0.87,0.06,10.32
으름_생것,158,2.0,12.9,11.9
자두_생것,26,0.5,0.6,5.3
자두_말린것,240,2.18,0.38,63.88
자두_대석_생것,32,0.6,,8.4
자두_후무사_생것,44,0.64,0.05,11.47
자몽(그레이프프루트)_생것,32,0.84,0.05,7.92
참외_씨 제거_생것,45,1.33,0.04,11.23
참외_씨 포함_생것,48,1.19,0.29,11.67
크랜베리_생것,46,0.46,0.13,11.97
크랜베리_말린것에 당류를 가한것,314,0.25,0.58,85.73
키위_골드_생것,54,0.77,0.26,13.73
키위_그린_생것,66,0.93,0.63,16.08
탱자_생것,84,1.3,1.5,18.5
파인애플_생것,53,0.46,0.04,14.32
파파야_완숙_생것,40,0.7,0.08,10.24
파파야_미숙_생것,23,0.45,0.05,5.95
백향과(패션프루트)_생것,100,1.68,1.55,22.58
백향과(패션프루트) 주스_천연과즙,67,0.8,0.4,16.2
백향과(패션프루트) 주스_황색과육,60,0.67,0.18,14.45
백향과(패션프루트) 주스_자색과육,51,0.39,0.05,13.6
포도_말린것,297,2.64,0.53,78.89
포도_거봉_생것,60,0.4,0.27,15.73
포도_거봉_껍질 포함_생것,68,0.59,0.05,18.25
포도_델라웨어_생것,67,0.6,0.1,17.9
포도_마스캇함브르그_생것,66,0.5,0.2,17.3
포도_세레단_생것,58,0.6,0.1,15.4
포도_캠벨얼리_생것,57,0.5,0.1,15.08
포도_캠벨얼리_껍질+씨포함_생것,58,0.71,0.13,15.01
포도_캠벨얼리_껍질 포함_생것,51,0.61,0.05,13.59
포도_청포도(힘로드시드레스)_생것,47,0.41,0.03,12.63
포도_청포도(힘로드시드레스)_껍질 포함_생것,45,0.42,0.03,12.1
포도_청포도(샤인머스켓)_껍질 포함_생것,66,0.38,0.1,17.66
포도_나르샤_껍질 포함_생것,58,0.55,0.22,15.18
포도_두누리_생것,57,0.44,0.25,14.82
포도_레드글로브_껍질 포함_생것,57,0.4,0.24,14.91
포도_새마루_생것,54,0.46,0.15,14.28
포도_수옥_생것,69,0.2,0.18,18.5
포도_스텔라_껍질 포함_생것,50,0.7,0.16,12.75
포도_진옥_생것,52,0.45,0.08,13.88
포도_탄금추_생것,50,0.35,0.15,13.13
포도_탐나라_생것,49,0.4,0.06,13.14
포도_홍단_생것,59,0.37,0.13,15.75
포도_홍아람_생것,57,0.39,0.09,15.4
포도_홍이슬_생것,53,0.31,0.06,14.16
포도_홍주씨들레스_껍질 포함_생것,68,0.29,0.17,18.11
포도_흑구슬_생것,62,0.27,0.6,15.68
포도_흑보석_생것,52,0.3,0.15,13.9
포도_청포도(샤이니스타)_생것,76,0.49,0.22,20.2
포도_청포도(청수)_생것,65,0.33,0.07,17.48
포도즙_천연과즙,48,0.66,0.01,12.62
아로니아_네로_생것,60,0.82,0.21,15.41
아로니아_바이킹_얼린것,68,1.08,0.23,17.45
체리_생것,57,1.36,0.15,14.35
플럼코트_생것,47,0.61,1.05,9.97
꾸지뽕_열매_생것,74,1.74,2.16,13.82
라즈베리_생것,52,1.2,0.65,11.94
라즈베리_얼린것,56,1.15,0.81,12.55
망고스틴_생것,71,0.6,0.2,17.5
구즈베리_생것,51,1.0,0.1,13.2
블랙커런트_생것,63,1.4,0.41,15.38
애플수박_S-비너스_생것,40,0.94,0.81,8.39
구기자_재래종_열매_생것,69,4.5,2.04,10.23
잭프루트_생것,95,1.72,0.64,23.25
오렴자(카람볼라)_생것,30,0.7,0.1,7.5
마가목 열매_생것,115,1.3,0.8,25.5
보리밥 열매_말린것,354,18.5,1.3,68.5
사과_감홍_생것,51,0.34,0.08,13.74
사과_양광_생것,47,0.29,0.1,12.68
사과_동결건조,332,1.86,1.94,85.87
오렌지_네블_생것,47,0.92,0.16,11.81
거위고기_살코기_생것,161,22.75,7.13,0.0
거위고기_살코기_구운것,238,28.97,12.67,0.0
거위 부산물_간_생것,133,16.37,4.28,6.32
고래고기_생것,111,26.5,0.5,0.0
꿩고기_숫꿩_생것,124,27.5,0.8,0.0
꿩고기_암꿩_생것,120,27.2,0.6,0.0
닭고기_구운것,247,27.8,12.6,2.8
닭고기_가슴(껍질 제거)_생것,106,22.97,0.97,0.0
닭고기_가슴(껍질 제거)_삶은것,127,28.09,0.93,0.0
닭고기_가슴(껍질 제거)_구운것(팬),164,35.47,1.48,0.0
닭고기_날개_생것,178,18.78,10.53,0.0
닭고기_날개_삶은것,233,25.1,13.54,0.0
닭고기_날개_구운것(오븐),244,26.36,14.08,0.0
닭고기_넓적다리_생것,190,18.59,11.83,0.0
닭고기_넓적다리_삶은것,230,25.14,13.18,0.0
닭고기_넓적다리_구운것(팬),238,26.33,13.53,0.0
닭고기_목_생것,342,15.05,29.58,0.0
닭고기_아랫다리_생것,154,19.41,7.67,0.0
닭고기_아랫다리_삶은것,189,24.34,9.17,0.0
닭고기_아랫다리_구운것(오븐),215,28.88,9.92,0.0
닭고기_전체_튀긴것,274,23.9,17.1,6.1
닭고기_살코기_생것,115,24.0,1.4,0.1
닭고기_살코기_삶은것,142,27.8,2.6,0.1
닭고기_성계_생것,180,19.0,10.6,0.1
닭고기_영계_삶은것,251,26.1,15.0,0.0
닭고기_오골계_생것,138,19.0,6.1,0.1
닭고기_토종_생것,118,22.0,2.6,0.2
닭고기_토종_가슴,106,23.1,0.7,0.5
닭고기_토종_날개,122,20.4,3.5,0.8
닭고기_토종_껍질,351,12.6,31.6,0.0
닭고기_토종_다리,130,18.9,4.9,0.9
닭고기_토종_살코기,108,20.0,1.3,2.8
닭 부산물_모래주머니_생것,84,16.87,1.41,0.0
닭 부산물_모래주머니_구운것(오븐),132,26.78,2.0,0.0
닭 부산물_간_생것,125,15.63,5.32,2.25
닭 부산물_간_삶은것,165,22.45,7.04,1.0
닭 부산물_심장(염통)_생것,149,13.98,9.61,0.0
닭 부산물_심장(염통)_삶은것,178,23.25,8.54,0.0
닭 부산물_발_삶은것,191,16.94,12.75,0.0
닭 부산물_닭발_생것,199,17.64,13.27,0.0
닭 부산물_간_구운것(팬),154,18.54,6.53,3.58
닭 부산물_심장(염통)_구운것(팬),216,24.44,11.98,0.0
닭 육수,12,1.3,0.7,0.0
닭 부산물_닭발_육수,4,0.25,0.28,0.0
돼지고기_뒷다리_생것,135,20.88,4.97,0.0
돼지고기_뒷다리_삶은것,211,30.63,8.7,0.0
돼지고기_뒷다리_구운것(팬),212,30.21,8.93,0.0
돼지고기_삼겹살(삼겹살)_생것,392,13.27,35.7,0.0
돼지고기_삼겹살(삼겹살)_삶은것,427,19.58,36.64,0.0
돼지고기_삼겹살(삼겹살)_구운것(팬),484,22.78,41.2,0.0
돼지고기_뒷다리(도가니살)_생것,130,21.29,4.23,0.0
돼지고기_뒷다리(뒷사태살)_생것,135,20.51,5.11,0.0
돼지고기_뒷다리(보섭살)_생것,138,21.13,5.14,0.0
돼지고기_뒷다리(볼기살)_생것,133,20.79,4.81,0.0
돼지고기_뒷다리(설깃살)_생것,139,20.9,5.39,0.0
돼지고기_뒷다리(홍두깨살)_생것,136,20.03,5.44,0.0
돼지고기_등심(등심덧살)_생것,203,17.51,13.74,0.0
돼지고기_등심(알등심살)_생것,145,22.9,5.13,0.0
돼지고기_앞다리(앞사태살)_생것,132,20.82,4.68,0.0
돼지고기_삼겹살(갈매기살)_생것,190,17.92,12.16,0.0
돼지고기_삼겹살(등갈비)_생것,237,17.88,17.19,0.0
돼지고기_삼겹살(토시살)_생것,141,20.46,5.82,0.0
돼지고기_삼겹살(오돌삼겹)_생것,325,17.12,26.89,0.0
돼지고기_앞다리(항정살)_생것,307,17.98,24.52,0.0
돼지고기_앞다리(주걱살)_생것,144,20.49,6.13,0.0
돼지고기_등심(등심살)_생것,135,24.03,3.6,0.0
돼지고기_삼겹살_생것,372,13.9,33.31,0.0
돼지고기_갈비_생것,236,17.77,17.06,0.0
돼지고기_갈비_삶은것,296,26.51,19.54,0.0
돼지고기_갈비_구운것(팬),270,24.83,17.59,0.0
돼지고기_등심_생것,142,23.33,4.58,0.0
돼지고기_등심_삶은것,204,35.08,5.94,0.0
돼지고기_등심_구운것(팬),184,32.06,5.18,0.0
돼지고기_목심(목심살)_생것,227,17.21,16.36,0.0
돼지고기_목심(목심살)_삶은것,282,25.43,18.56,0.0
돼지고기_목심(목심살)_구운것(팬),264,24.06,17.23,0.0
돼지고기_사태_생것,156,19.78,7.72,0.0
돼지고기_사태_삶은것,203,29.14,8.46,0.0
돼지고기_사태_구운것(팬),212,28.47,9.74,0.0
돼지고기_살코기_생것,203,19.45,12.84,0.0
돼지고기_안심(안심살)_생것,123,22.21,3.15,0.0
돼지고기_안심(안심살)_삶은것,177,32.32,4.31,0.0
돼지고기_안심(안심살)_구운것(팬),172,30.23,4.76,0.0
돼지고기_앞다리_생것,159,20.21,7.87,0.0
돼지고기_앞다리(꾸리살)_생것,135,18.83,5.91,0.0
돼지고기_앞다리(부채살)_생것,152,20.09,7.18,0.0
돼지고기_앞다리(앞다리살)_생것,161,20.56,7.92,0.0
돼지고기_앞다리(수육용)_생것,274,17.46,21.32,0.0
돼지고기_앞다리(수육용)_삶은것,310,27.47,20.63,0.0
돼지 부산물_대장_생것,227,8.7,20.2,0.0
돼지 부산물_대장_삶은것,166,11.7,13.8,0.0
돼지 부산물_맹장_생것,371,10.8,34.6,0.0
돼지 부산물_비장_생것,85,18.0,1.0,0.0
돼지 부산물_위(오소리감투)_생것,112,17.3,4.1,0.0
돼지 부산물_위(오소리감투)_삶은것,175,22.36,8.62,0.0
돼지 부산물_직장_생것,344,9.9,32.1,0.0
돼지 부산물_췌장_생것,154,20.7,7.1,0.0
돼지 부산물_간_생것,134,21.39,3.65,2.47
돼지 부산물_간_삶은것,173,28.06,4.8,2.41
돼지 부산물_소장(곱창)_생것,182,7.64,16.61,0.0
돼지 부산물_소장(곱창)_삶은것,217,15.48,16.12,0.0
돼지 부산물_신장_생것,110,16.7,3.7,1.2
돼지 부산물_신장_삶은것,151,25.4,4.7,0.0
돼지 부산물_심장(염통)_생것,118,17.27,4.36,1.33
돼지 부산물_심장(염통)_삶은것,174,25.58,7.04,0.0
돼지 부산물_자궁_생것,73,15.4,0.8,0.0
돼지 부산물_족발_생것,212,23.16,12.59,0.0
돼지 부산물_족발_삶은것,238,21.94,16.05,0.0
돼지 부산물_허파_생것,85,14.08,2.72,0.0
돼지 부산물_허파_삶은것,92,15.56,2.78,0.0
돼지 부산물_머리고기_삶은것,363,17.52,30.67,0.0
메추리고기_생것,194,20.5,12.9,0.1
멧돼지고기_생것,249,18.8,19.8,0.5
멧돼지고기_앞다리_생것,191,21.5,10.7,0.0
소고기_수입산(미국산)_설도_구운것(석쇠),164,28.45,4.67,0.0
소고기_수입산(미국산)_갈비_구운것(오븐),400,22.57,33.7,0.0
소고기_수입산(미국산)_목심(목심살)_생것,268,16.98,21.31,0.97
소고기_수입산(미국산)_목심(목심살)_삶은것,359,26.37,27.26,0.0
소고기_수입산(미국산)_사태_끓인것,201,33.68,6.36,0.0
소고기_수입산(미국산)_안심(안심살)_구운것,267,26.46,17.12,0.0
소고기_한우_양지_생것,253,18.58,18.59,0.0
소고기_한우_양지_삶은것,272,33.09,14.05,0.0
소고기_한우_양지_구운것(팬),309,25.6,21.32,0.0
소고기_한우_갈비_생것,307,16.5,24.4,1.9
소고기_한우_등심_생것,313,15.61,26.3,0.0
소고기_한우_등심_삶은것,357,25.2,26.63,0.0
소고기_한우_등심_구운것(팬),400,18.9,33.99,0.0
소고기_한우_채끝(채끝살)_생것,126,17.1,5.6,0.2
소고기_한우(1++등급)_설도_생것,217,19.63,14.21,0.0
소고기_한우(1++등급)_설도(보섭살)_생것,218,20.24,14.05,0.0
소고기_한우(1++등급)_설도(설깃살)_생것,223,19.74,14.85,0.0
소고기_한우(1++등급)_우둔(우둔살)_생것,191,20.39,11.17,0.0
소고기_한우(1++등급)_우둔(홍두깨살)_생것,189,20.44,10.87,0.0
소고기_한우(1++등급)_양지_생것,288,16.81,23.08,0.0
소고기_한우(1++등급)_양지(양지머리)_생것,213,19.88,13.75,0.0
소고기_한우(1++등급)_양지(업진살)_생것,413,12.64,38.19,0.0
소고기_한우(1++등급)_갈비(꽃갈비)_생것,424,12.62,39.35,0.0
소고기_한우(1++등급)_갈비(본갈비)_생것,376,14.64,33.38,0.0
소고기_한우(1++등급)_갈비(안창살)_생것,313,14.57,26.73,0.0
소고기_한우(1++등급)_갈비(제비추리)_생것,202,20.04,12.49,0.0
소고기_한우(1++등급)_갈비(참갈비)_생것,415,12.17,38.65,0.0
소고기_한우(1++등급)_갈비(토시살)_생것,273,16.46,21.62,0.0
소고기_한우(1++등급)_등심(꽃등심살)_생것,365,15.44,31.86,0.0
